año;mes;hora;factor_antofagasta;factor_santiago;factor_puertomontt
2025;5;9;0.162;0.104;0.014
2025;5;10;0.455;0.295;0.066
2025;5;11;0.603;0.521;0.116
2025;5;12;0.695;0.652;0.215
2025;5;13;0.696;0.569;0.156
2025;5;14;0.662;0.473;0.196
2025;5;15;0.602;0.370;0.221
2025;5;16;0.488;0.256;0.333
2025;5;17;0.300;0.131;0.203
2025;5;18;0.106;0.022;0.030
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.074;0;0
2025;5;9;0.329;0.073;0.108
2025;5;10;0.535;0.177;0.332
2025;5;11;0.675;0.331;0.560
2025;5;12;0.744;0.557;0.680
2025;5;13;0.771;0.544;0.725
2025;5;14;0.776;0.483;0.713
2025;5;15;0.715;0.376;0.648
2025;5;16;0.594;0.236;0.524
2025;5;17;0.404;0.085;0.332
2025;5;18;0.143;0.008;0.077
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.037;0.009;0
2025;5;9;0.252;0.244;0.011
2025;5;10;0.447;0.485;0.073
2025;5;11;0.562;0.646;0.212
2025;5;12;0.650;0.737;0.609
2025;5;13;0.668;0.770;0.702
2025;5;14;0.563;0.752;0.691
2025;5;15;0.434;0.683;0.620
2025;5;16;0.428;0.560;0.455
2025;5;17;0.346;0.375;0.197
2025;5;18;0.118;0.118;0.019
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.008;0.008;0
2025;5;9;0.137;0.243;0.118
2025;5;10;0.288;0.476;0.348
2025;5;11;0.459;0.596;0.555
2025;5;12;0.572;0.641;0.673
2025;5;13;0.682;0.697;0.718
2025;5;14;0.664;0.609;0.708
2025;5;15;0.437;0.359;0.643
2025;5;16;0.285;0.190;0.519
2025;5;17;0.159;0.092;0.326
2025;5;18;0.042;0.018;0.066
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.032;0.007;0
2025;5;9;0.244;0.245;0
2025;5;10;0.469;0.474;0.033
2025;5;11;0.617;0.632;0.087
2025;5;12;0.712;0.733;0.116
2025;5;13;0.769;0.778;0.147
2025;5;14;0.758;0.770;0.177
2025;5;15;0.689;0.681;0.169
2025;5;16;0.551;0.540;0.135
2025;5;17;0.346;0.349;0.074
2025;5;18;0.107;0.109;0.003
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.053;0.016;0
2025;5;9;0.295;0.310;0.018
2025;5;10;0.510;0.535;0.119
2025;5;11;0.645;0.683;0.274
2025;5;12;0.750;0.771;0.468
2025;5;13;0.777;0.806;0.467
2025;5;14;0.767;0.789;0.403
2025;5;15;0.704;0.720;0.223
2025;5;16;0.586;0.596;0.130
2025;5;17;0.414;0.407;0.080
2025;5;18;0.175;0.138;0.007
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.052;0.017;0
2025;5;9;0.295;0.317;0
2025;5;10;0.514;0.537;0.026
2025;5;11;0.682;0.682;0.049
2025;5;12;0.780;0.766;0.064
2025;5;13;0.814;0.798;0.059
2025;5;14;0.799;0.780;0.070
2025;5;15;0.736;0.710;0.071
2025;5;16;0.620;0.585;0.064
2025;5;17;0.444;0.396;0.033
2025;5;18;0.200;0.125;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.072;0.007;0
2025;5;9;0.344;0.234;0.004
2025;5;10;0.549;0.452;0.066
2025;5;11;0.689;0.607;0.187
2025;5;12;0.772;0.703;0.336
2025;5;13;0.804;0.743;0.233
2025;5;14;0.789;0.734;0.230
2025;5;15;0.725;0.671;0.116
2025;5;16;0.607;0.549;0.115
2025;5;17;0.430;0.362;0.096
2025;5;18;0.185;0.102;0.005
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.069;0.010;0
2025;5;9;0.343;0.289;0.136
2025;5;10;0.549;0.504;0.388
2025;5;11;0.688;0.644;0.558
2025;5;12;0.769;0.727;0.700
2025;5;13;0.801;0.759;0.753
2025;5;14;0.786;0.743;0.743
2025;5;15;0.724;0.679;0.676
2025;5;16;0.607;0.562;0.549
2025;5;17;0.430;0.381;0.354
2025;5;18;0.188;0.115;0.062
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.069;0.009;0
2025;5;9;0.342;0.292;0.029
2025;5;10;0.545;0.510;0.125
2025;5;11;0.682;0.651;0.229
2025;5;12;0.762;0.731;0.338
2025;5;13;0.794;0.764;0.450
2025;5;14;0.779;0.748;0.562
2025;5;15;0.715;0.683;0.577
2025;5;16;0.597;0.565;0.453
2025;5;17;0.421;0.383;0.256
2025;5;18;0.178;0.113;0.015
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.064;0.007;0
2025;5;9;0.337;0.286;0.088
2025;5;10;0.542;0.502;0.257
2025;5;11;0.681;0.645;0.338
2025;5;12;0.765;0.709;0.416
2025;5;13;0.798;0.633;0.488
2025;5;14;0.783;0.670;0.393
2025;5;15;0.720;0.672;0.208
2025;5;16;0.604;0.458;0.085
2025;5;17;0.429;0.179;0.018
2025;5;18;0.187;0.064;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.058;0;0
2025;5;9;0.328;0.152;0
2025;5;10;0.534;0.317;0.029
2025;5;11;0.669;0.471;0.054
2025;5;12;0.747;0.608;0.097
2025;5;13;0.780;0.532;0.117
2025;5;14;0.771;0.312;0.135
2025;5;15;0.706;0.204;0.500
2025;5;16;0.574;0.131;0.391
2025;5;17;0.398;0.084;0.153
2025;5;18;0.173;0.007;0.001
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.050;0.002;0
2025;5;9;0.309;0.264;0.013
2025;5;10;0.515;0.384;0.098
2025;5;11;0.658;0.466;0.111
2025;5;12;0.742;0.529;0.109
2025;5;13;0.778;0.554;0.157
2025;5;14;0.762;0.470;0.210
2025;5;15;0.699;0.411;0.185
2025;5;16;0.581;0.302;0.159
2025;5;17;0.405;0.216;0.103
2025;5;18;0.165;0.062;0.003
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.049;0.004;0
2025;5;9;0.306;0.285;0
2025;5;10;0.499;0.521;0.030
2025;5;11;0.627;0.674;0.069
2025;5;12;0.703;0.765;0.125
2025;5;13;0.736;0.800;0.171
2025;5;14;0.713;0.782;0.151
2025;5;15;0.622;0.713;0.151
2025;5;16;0.391;0.588;0.134
2025;5;17;0.187;0.398;0.097
2025;5;18;0.046;0.106;0.002
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.009;0;0
2025;5;9;0.146;0.114;0.015
2025;5;10;0.366;0.253;0.122
2025;5;11;0.569;0.420;0.275
2025;5;12;0.664;0.610;0.319
2025;5;13;0.712;0.585;0.414
2025;5;14;0.705;0.442;0.269
2025;5;15;0.634;0.365;0.259
2025;5;16;0.486;0.256;0.189
2025;5;17;0.312;0.113;0.085
2025;5;18;0.118;0.008;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.011;0;0
2025;5;9;0.158;0.248;0.089
2025;5;10;0.361;0.474;0.329
2025;5;11;0.572;0.639;0.554
2025;5;12;0.736;0.747;0.663
2025;5;13;0.785;0.794;0.718
2025;5;14;0.771;0.758;0.709
2025;5;15;0.709;0.654;0.643
2025;5;16;0.591;0.496;0.516
2025;5;17;0.411;0.292;0.316
2025;5;18;0.162;0.042;0.031
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.029;0.001;0
2025;5;9;0.275;0.284;0.107
2025;5;10;0.499;0.527;0.343
2025;5;11;0.653;0.683;0.560
2025;5;12;0.747;0.770;0.677
2025;5;13;0.777;0.790;0.730
2025;5;14;0.764;0.755;0.718
2025;5;15;0.708;0.661;0.635
2025;5;16;0.592;0.525;0.475
2025;5;17;0.417;0.338;0.249
2025;5;18;0.174;0.063;0.025
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.052;0;0
2025;5;9;0.334;0.285;0.048
2025;5;10;0.543;0.523;0.204
2025;5;11;0.684;0.678;0.463
2025;5;12;0.768;0.767;0.640
2025;5;13;0.802;0.800;0.670
2025;5;14;0.788;0.782;0.578
2025;5;15;0.725;0.712;0.495
2025;5;16;0.610;0.584;0.465
2025;5;17;0.434;0.389;0.291
2025;5;18;0.187;0.087;0.016
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.060;0.001;0
2025;5;9;0.350;0.296;0
2025;5;10;0.555;0.526;0.034
2025;5;11;0.692;0.671;0.073
2025;5;12;0.774;0.753;0.117
2025;5;13;0.807;0.785;0.112
2025;5;14;0.792;0.768;0.160
2025;5;15;0.727;0.700;0.276
2025;5;16;0.610;0.575;0.315
2025;5;17;0.433;0.386;0.080
2025;5;18;0.183;0.086;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.055;0;0
2025;5;9;0.340;0.079;0.007
2025;5;10;0.539;0.347;0.083
2025;5;11;0.651;0.428;0.160
2025;5;12;0.721;0.332;0.235
2025;5;13;0.787;0.265;0.224
2025;5;14;0.782;0.211;0.189
2025;5;15;0.714;0.175;0.117
2025;5;16;0.593;0.109;0.054
2025;5;17;0.360;0.042;0.009
2025;5;18;0.053;0;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.023;0;0
2025;5;9;0.300;0.048;0
2025;5;10;0.508;0.120;0.015
2025;5;11;0.661;0.114;0.044
2025;5;12;0.715;0.166;0.066
2025;5;13;0.759;0.265;0.084
2025;5;14;0.765;0.245;0.096
2025;5;15;0.705;0.224;0.089
2025;5;16;0.585;0.125;0.063
2025;5;17;0.402;0.054;0.023
2025;5;18;0.148;0.001;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.020;0;0
2025;5;9;0.248;0.198;0
2025;5;10;0.455;0.441;0.023
2025;5;11;0.602;0.590;0.076
2025;5;12;0.686;0.645;0.153
2025;5;13;0.721;0.631;0.198
2025;5;14;0.702;0.588;0.187
2025;5;15;0.637;0.534;0.127
2025;5;16;0.466;0.393;0.067
2025;5;17;0.167;0.228;0.016
2025;5;18;0.023;0.035;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.004;0;0
2025;5;9;0.151;0.240;0
2025;5;10;0.412;0.477;0.034
2025;5;11;0.565;0.628;0.071
2025;5;12;0.711;0.710;0.108
2025;5;13;0.764;0.705;0.168
2025;5;14;0.759;0.630;0.100
2025;5;15;0.700;0.504;0.183
2025;5;16;0.582;0.362;0.072
2025;5;17;0.401;0.181;0.040
2025;5;18;0.133;0.011;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.039;0;0
2025;5;9;0.233;0.200;0.009
2025;5;10;0.430;0.487;0.129
2025;5;11;0.497;0.621;0.345
2025;5;12;0.703;0.673;0.560
2025;5;13;0.780;0.720;0.634
2025;5;14;0.764;0.708;0.621
2025;5;15;0.701;0.614;0.566
2025;5;16;0.584;0.337;0.433
2025;5;17;0.406;0.067;0.219
2025;5;18;0.159;0;0.007
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.038;0;0
2025;5;9;0.314;0.003;0.005
2025;5;10;0.521;0.028;0.076
2025;5;11;0.660;0.061;0.154
2025;5;12;0.740;0.092;0.205
2025;5;13;0.776;0.119;0.216
2025;5;14;0.762;0.143;0.160
2025;5;15;0.695;0.141;0.094
2025;5;16;0.577;0.107;0.038
2025;5;17;0.397;0.080;0.006
2025;5;18;0.147;0.009;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;5;0;0;0;0
2025;5;1;0;0;0
2025;5;2;0;0;0
2025;5;3;0;0;0
2025;5;4;0;0;0
2025;5;5;0;0;0
2025;5;6;0;0;0
2025;5;7;0;0;0
2025;5;8;0.038;0;0
2025;5;9;0.316;0.009;0.001
2025;5;10;0.525;0.074;0.007
2025;5;11;0.665;0.190;0.030
2025;5;12;0.745;0.430;0.095
2025;5;13;0.779;0.510;0.113
2025;5;14;0.764;0.557;0.134
2025;5;15;0.702;0.483;0.153
2025;5;16;0.586;0.367;0.101
2025;5;17;0.408;0.219;0.027
2025;5;18;0.159;0.011;0
2025;5;19;0;0;0
2025;5;20;0;0;0
2025;5;21;0;0;0
2025;5;22;0;0;0
2025;5;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.040;0;0
2025;6;9;0.320;0.054;0
2025;6;10;0.526;0.190;0.020
2025;6;11;0.665;0.316;0.051
2025;6;12;0.746;0.368;0.076
2025;6;13;0.779;0.389;0.058
2025;6;14;0.764;0.400;0.067
2025;6;15;0.697;0.357;0.078
2025;6;16;0.580;0.280;0.044
2025;6;17;0.403;0.131;0.008
2025;6;18;0.154;0.002;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.035;0;0
2025;6;9;0.314;0.274;0
2025;6;10;0.524;0.426;0.026
2025;6;11;0.665;0.603;0.104
2025;6;12;0.746;0.744;0.117
2025;6;13;0.779;0.781;0.134
2025;6;14;0.764;0.704;0.207
2025;6;15;0.699;0.661;0.120
2025;6;16;0.580;0.514;0.098
2025;6;17;0.399;0.296;0.036
2025;6;18;0.137;0.038;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.036;0;0
2025;6;9;0.319;0.109;0
2025;6;10;0.532;0.294;0.043
2025;6;11;0.672;0.522;0.152
2025;6;12;0.749;0.697;0.214
2025;6;13;0.783;0.760;0.232
2025;6;14;0.769;0.712;0.226
2025;6;15;0.708;0.581;0.308
2025;6;16;0.591;0.508;0.175
2025;6;17;0.414;0.286;0.040
2025;6;18;0.161;0.033;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.038;0;0
2025;6;9;0.327;0.243;0
2025;6;10;0.536;0.469;0.003
2025;6;11;0.676;0.603;0.020
2025;6;12;0.758;0.645;0.038
2025;6;13;0.791;0.635;0.043
2025;6;14;0.775;0.426;0.037
2025;6;15;0.710;0.378;0.031
2025;6;16;0.590;0.165;0.034
2025;6;17;0.409;0.037;0
2025;6;18;0.154;0.007;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.035;0;0
2025;6;9;0.319;0.021;0
2025;6;10;0.528;0.085;0
2025;6;11;0.667;0.138;0.011
2025;6;12;0.750;0.210;0.026
2025;6;13;0.784;0.254;0.027
2025;6;14;0.769;0.291;0.056
2025;6;15;0.704;0.311;0.079
2025;6;16;0.584;0.227;0.049
2025;6;17;0.402;0.088;0.005
2025;6;18;0.147;0;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.029;0;0
2025;6;9;0.295;0.073;0.001
2025;6;10;0.506;0.270;0.077
2025;6;11;0.648;0.484;0.124
2025;6;12;0.732;0.570;0.157
2025;6;13;0.767;0.582;0.192
2025;6;14;0.754;0.550;0.192
2025;6;15;0.679;0.450;0.139
2025;6;16;0.556;0.294;0.047
2025;6;17;0.370;0.131;0.010
2025;6;18;0.119;0.005;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.019;0;0
2025;6;9;0.232;0.090;0
2025;6;10;0.434;0.218;0.018
2025;6;11;0.620;0.372;0.059
2025;6;12;0.717;0.473;0.142
2025;6;13;0.752;0.531;0.199
2025;6;14;0.739;0.602;0.207
2025;6;15;0.674;0.606;0.171
2025;6;16;0.554;0.496;0.078
2025;6;17;0.372;0.276;0.036
2025;6;18;0.122;0.015;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.012;0;0
2025;6;9;0.196;0.244;0
2025;6;10;0.403;0.521;0.007
2025;6;11;0.573;0.666;0.030
2025;6;12;0.706;0.746;0.063
2025;6;13;0.751;0.777;0.088
2025;6;14;0.735;0.759;0.096
2025;6;15;0.665;0.690;0.140
2025;6;16;0.545;0.564;0.088
2025;6;17;0.355;0.369;0.034
2025;6;18;0.104;0.056;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.014;0;0
2025;6;9;0.250;0.233;0
2025;6;10;0.463;0.476;0.014
2025;6;11;0.604;0.651;0.057
2025;6;12;0.691;0.739;0.161
2025;6;13;0.728;0.770;0.163
2025;6;14;0.719;0.741;0.173
2025;6;15;0.665;0.684;0.066
2025;6;16;0.559;0.559;0.036
2025;6;17;0.387;0.365;0.004
2025;6;18;0.135;0.054;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0;0;0
2025;6;9;0.085;0.249;0
2025;6;10;0.359;0.467;0.015
2025;6;11;0.608;0.612;0.059
2025;6;12;0.725;0.698;0.093
2025;6;13;0.760;0.722;0.138
2025;6;14;0.722;0.699;0.158
2025;6;15;0.443;0.659;0.131
2025;6;16;0.274;0.545;0.104
2025;6;17;0.249;0.352;0.058
2025;6;18;0.081;0.047;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.016;0;0
2025;6;9;0.282;0.070;0
2025;6;10;0.508;0.194;0.074
2025;6;11;0.637;0.373;0.206
2025;6;12;0.733;0.592;0.333
2025;6;13;0.774;0.634;0.448
2025;6;14;0.744;0.671;0.461
2025;6;15;0.662;0.617;0.365
2025;6;16;0.551;0.392;0.274
2025;6;17;0.384;0.131;0.143
2025;6;18;0.130;0.007;0
2025;6;19;0;0;0
2025;6;20;0;0;0
2025;6;21;0;0;0
2025;6;22;0;0;0
2025;6;23;0;0;0
2025;6;0;0;0;0
2025;6;1;0;0;0
2025;6;2;0;0;0
2025;6;3;0;0;0
2025;6;4;0;0;0
2025;6;5;0;0;0
2025;6;6;0;0;0
2025;6;7;0;0;0
2025;6;8;0.016;0;0
2025;6;9;0.263;0.009;0.047
2025;6;10;0.462;0.082;0.325
2025;6;11;0.607;0.253;0.525
2025;6;12;0.667;0.556;0.642
2025;6;13;0.686;0.539;0.691
2025;6;14;0.661;0.536;0.678
2025;6;15;0.545;0.586;0.597
2025;6;16;0.353;0.408;0.435
2025;6;17;0.161;0.129;0.189
2025;6;18;0.031;0;0
